"series_id","synth_control_type","p_value_<=0.05","p_value_<=0.1","R^2"
3681,NO_predictors,0,0,0,946248915
3682,T_predictors,0,0,0,976346366
3682,F_predictors,0,0,0,947927568
3682,ALL_predictors,0,0,0,97782181
3682,NO_predictors,0,0,0,943412311
3683,T_predictors,0,0,0,690201559
3683,F_predictors,0,0,0,293924261
3683,ALL_predictors,0,0,0,690201561
3683,NO_predictors,0,0,0,662264607
3684,T_predictors,0,0,0,71774637
3684,F_predictors,0,0,0,742239268
3684,ALL_predictors,0,0,0,79664185
3684,NO_predictors,0,0,0,550957778
3685,T_predictors,0,0,0,992894518
3685,F_predictors,0,0,0,992890032
3685,ALL_predictors,0,0,0,992894422
3685,NO_predictors,0,0,0,991621842
3686,T_predictors,0,0,0,968021362
3686,F_predictors,0,0,0,961759914
3686,ALL_predictors,0,0,0,969862619
3686,NO_predictors,0,0,0,937560091
3687,T_predictors,0,0,0,956376926
3687,F_predictors,0,0,0,924674845
3687,ALL_predictors,0,0,0,924713093
3687,NO_predictors,0,0,0,921162594
3688,T_predictors,1,1,0,751652604
3688,F_predictors,1,1,0,806075249
3688,ALL_predictors,0,0,0,825909729
3688,NO_predictors,0,1,0,699409409
3689,T_predictors,0,0,0,876348476
3689,F_predictors,0,0,0,713910192
3689,ALL_predictors,0,0,0,887188609
3689,NO_predictors,0,0,0,85637746
3690,T_predictors,0,0,0,978009679
3690,F_predictors,0,0,0,973822764
3690,ALL_predictors,0,0,0,979548661
3690,NO_predictors,0,0,0,977297107
3691,T_predictors,0,0,0,919019985
3691,F_predictors,0,0,0,920525738
3691,ALL_predictors,0,0,0,921489782
3691,NO_predictors,0,0,0,904402102
3692,T_predictors,0,1,0,942243338
3692,F_predictors,0,1,0,940481217
3692,ALL_predictors,0,0,0,935849591
3692,NO_predictors,0,0,0,887231345
3693,T_predictors,0,0,0,957174352
3693,F_predictors,0,0,0,964837315
3693,ALL_predictors,0,0,0,964694563
3693,NO_predictors,0,0,0,907021841
3694,T_predictors,0,0,0,598495432
3694,F_predictors,0,0,NA
3694,ALL_predictors,0,0,0,676937761
3694,NO_predictors,0,0,-0,089524046
3695,T_predictors,1,1,0,937458088
3695,F_predictors,0,0,0,873051751
3695,ALL_predictors,1,1,0,937457927
3695,NO_predictors,0,1,0,847970649
3696,T_predictors,0,0,0,949066496
3696,F_predictors,0,0,0,89913196
3696,ALL_predictors,0,0,0,950404527
3696,NO_predictors,0,1,0,853417118
3697,T_predictors,0,0,0,982476397
3697,F_predictors,0,0,0,988424279
3697,ALL_predictors,0,1,0,988495291
3697,NO_predictors,0,0,0,954115403
3698,T_predictors,0,0,0,971271569
3698,F_predictors,0,0,0,948671124
3698,ALL_predictors,0,0,0,972678415
3698,NO_predictors,0,0,0,947253482
3699,T_predictors,0,0,0,953224062
3699,F_predictors,0,0,0,950499937
3699,ALL_predictors,0,0,0,947233499
3699,NO_predictors,0,0,0,950529264
3700,T_predictors,0,0,0,994647048
3700,F_predictors,0,0,0,995895237
3700,ALL_predictors,0,0,0,995892148
3700,NO_predictors,0,0,0,993960615
3701,T_predictors,0,0,0,857766187
3701,F_predictors,0,0,0,857369516
3701,ALL_predictors,0,0,0,857766559
3701,NO_predictors,0,0,NA
3702,T_predictors,0,0,0,942523287
3702,F_predictors,0,0,0,890964914
3702,ALL_predictors,0,0,0,942523214
3702,NO_predictors,0,0,0,895868425
3703,T_predictors,0,0,0,977597878
3703,F_predictors,0,0,0,819571923
3703,ALL_predictors,0,0,0,970951075
3703,NO_predictors,0,0,0,881279834
3704,T_predictors,0,0,0,931314493
3704,F_predictors,0,0,0,854145398
3704,ALL_predictors,0,0,0,936210838
3704,NO_predictors,0,0,0,92939932
3705,T_predictors,0,0,0,995218564
3705,F_predictors,0,0,0,995218578
3705,ALL_predictors,0,0,0,995218581
3705,NO_predictors,0,0,0,995218567
3706,T_predictors,0,0,0,861317736
3706,F_predictors,0,0,0,853978403
3706,ALL_predictors,0,0,0,815712075
3706,NO_predictors,0,0,0,69897655
3707,T_predictors,0,0,0,60222216
3707,F_predictors,0,0,0,544728653
3707,ALL_predictors,0,0,0,585589688
3707,NO_predictors,0,0,0,266648907
3708,T_predictors,0,0,0,965422114
3708,F_predictors,0,0,0,919225625
3708,ALL_predictors,0,0,0,959467176
3708,NO_predictors,0,0,0,924043627
3709,T_predictors,0,1,0,981474243
3709,F_predictors,0,0,0,981636905
3709,ALL_predictors,0,0,0,981897062
3709,NO_predictors,0,0,0,940483141
3710,T_predictors,0,0,0,873433155
3710,F_predictors,0,0,0,810735959
3710,ALL_predictors,0,0,0,80246057
3710,NO_predictors,0,0,0,739517328
3711,T_predictors,0,0,0,985323602
3711,F_predictors,0,0,0,966334471
3711,ALL_predictors,0,0,0,984936169
3711,NO_predictors,0,0,0,982008715
3712,T_predictors,0,0,0,902484651
3712,F_predictors,0,0,0,883675857
3712,ALL_predictors,0,0,0,9031349
3712,NO_predictors,0,0,0,540679639
3713,T_predictors,0,1,0,871420682
3713,F_predictors,0,0,0,86263452
3713,ALL_predictors,0,0,0,862634837
3713,NO_predictors,0,0,0,816773496
3714,T_predictors,1,1,0,945439863
3714,F_predictors,0,0,0,921842729
3714,ALL_predictors,1,1,0,947665859
3714,NO_predictors,0,0,NA
3715,T_predictors,0,0,0,134598215
3715,F_predictors,0,0,-0,220460706
3715,ALL_predictors,0,0,0,158123117
3715,NO_predictors,0,0,-0,125303972
3716,T_predictors,0,0,0,785235761
3716,F_predictors,0,0,0,810533387
3716,ALL_predictors,0,0,0,814444666
3716,NO_predictors,0,0,0,785235775
3717,T_predictors,0,0,0,965376939
3717,F_predictors,0,0,0,94409262
3717,ALL_predictors,0,0,0,970008791
3717,NO_predictors,0,0,0,935580548
3718,T_predictors,0,0,0,87510546
3718,F_predictors,0,0,0,877323283
3718,ALL_predictors,0,1,0,875105354
3718,NO_predictors,0,0,0,853626326
3719,T_predictors,0,0,0,911965717
3719,F_predictors,0,0,0,87924119
3719,ALL_predictors,0,0,0,911974792
3719,NO_predictors,0,0,0,874662401
3720,T_predictors,0,0,0,929576435
3720,F_predictors,0,0,0,931408659
3720,ALL_predictors,0,1,0,94609984
3720,NO_predictors,0,1,0,929960511
3721,T_predictors,0,0,0,966925249
3721,F_predictors,0,0,NA
3721,ALL_predictors,0,0,0,972194864
3721,NO_predictors,0,0,0,882588958
3722,T_predictors,0,0,0,966592721
3722,F_predictors,0,0,0,963074785
3722,ALL_predictors,0,0,0,956512178
3722,NO_predictors,0,0,NA
3723,T_predictors,1,1,0,776713452
3723,F_predictors,1,1,0,85727906
3723,ALL_predictors,1,1,0,865907435
3723,NO_predictors,0,0,0,549423938
3724,T_predictors,0,0,0,948248263
3724,F_predictors,0,0,0,948246562
3724,ALL_predictors,0,0,0,948834506
3724,NO_predictors,0,0,0,940804096
3725,T_predictors,0,0,0,917503406
3725,F_predictors,0,1,0,922467955
3725,ALL_predictors,0,1,0,918127857
3725,NO_predictors,0,0,0,917470972
3726,T_predictors,0,0,0,960856193
3726,F_predictors,0,0,0,960856357
3726,ALL_predictors,0,0,0,96085588
3726,NO_predictors,0,0,0,959989964
3727,T_predictors,0,0,0,942160526
3727,F_predictors,0,0,0,919231248
3727,ALL_predictors,0,0,0,948498239
3727,NO_predictors,0,0,0,876127559
3728,T_predictors,0,0,0,967380223
3728,F_predictors,0,0,0,96637795
3728,ALL_predictors,0,0,0,969246152
3728,NO_predictors,0,0,0,94602786
3729,T_predictors,0,0,0,760238804
3729,F_predictors,0,0,0,767598837
3729,ALL_predictors,0,0,0,767841602
3729,NO_predictors,0,0,0,761880639
3730,T_predictors,0,0,0,925212296
3730,F_predictors,0,0,0,91945095
3730,ALL_predictors,0,0,0,92487207
3730,NO_predictors,0,0,0,877210289
3731,T_predictors,0,0,0,9944047
3731,F_predictors,0,0,0,9678359
3731,ALL_predictors,0,0,0,994399024
3731,NO_predictors,0,0,0,953434487
3732,T_predictors,0,0,0,957663815
3732,F_predictors,0,0,0,942322499
3732,ALL_predictors,0,0,0,958408989
3732,NO_predictors,0,0,0,949006885
3733,T_predictors,0,0,0,701623713
3733,F_predictors,0,0,0,701538063
3733,ALL_predictors,0,1,0,701538005
3733,NO_predictors,0,0,0,701623713
3734,T_predictors,0,0,0,964678859
3734,F_predictors,0,0,0,963836623
3734,ALL_predictors,0,0,0,964678846
3734,NO_predictors,0,1,0,923742954
3735,T_predictors,0,0,0,90670599
3735,F_predictors,0,0,0,906705616
3735,ALL_predictors,0,0,0,906705443
3735,NO_predictors,0,0,0,906697249
3736,T_predictors,0,1,0,863713275
3736,F_predictors,0,0,0,854296368
3736,ALL_predictors,0,1,0,862402943
3736,NO_predictors,0,0,0,853035056
3737,T_predictors,0,0,0,918197532
3737,F_predictors,0,0,0,798138699
3737,ALL_predictors,0,0,0,918089094
3737,NO_predictors,0,0,0,190826679
3738,T_predictors,1,1,0,911037169
3738,F_predictors,0,0,0,92760853
3738,ALL_predictors,0,0,0,927999
3738,NO_predictors,0,1,0,896183939
3739,T_predictors,0,0,0,943569865
3739,F_predictors,0,0,0,829393069
3739,ALL_predictors,0,0,0,944014321
3739,NO_predictors,0,0,0,770351976
3740,T_predictors,0,0,0,965386477
3740,F_predictors,0,0,0,982017263
3740,ALL_predictors,0,0,0,981330125
3740,NO_predictors,0,0,0,970132542
3741,T_predictors,0,0,0,852305355
3741,F_predictors,0,0,0,911400436
3741,ALL_predictors,0,0,0,916926245
3741,NO_predictors,0,0,0,778110489
3742,T_predictors,0,0,0,575584187
3742,F_predictors,0,0,0,329380873
3742,ALL_predictors,0,0,0,57840839
3742,NO_predictors,0,0,0,330217772
3743,T_predictors,0,0,0,877407238
3743,F_predictors,0,0,0,852636457
3743,ALL_predictors,0,0,0,877412169
3743,NO_predictors,0,0,0,738129169
3744,T_predictors,0,0,0,993640043
3744,F_predictors,0,0,0,994793212
3744,ALL_predictors,0,0,0,993692822
3744,NO_predictors,0,0,0,992755626
3745,T_predictors,0,0,0,811380929
3745,F_predictors,0,0,0,811383952
3745,ALL_predictors,0,0,0,811383953
3745,NO_predictors,0,0,0,811383958
3746,T_predictors,0,0,0,95389889
3746,F_predictors,0,0,0,95671251
3746,ALL_predictors,0,0,0,955716822
3746,NO_predictors,0,0,0,800847328
3747,T_predictors,0,0,0,98969687
3747,F_predictors,0,0,0,986608803
3747,ALL_predictors,0,0,0,985767067
3747,NO_predictors,0,0,0,982483306
3748,T_predictors,0,0,0,984088232
3748,F_predictors,0,0,0,960594019
3748,ALL_predictors,0,0,0,987197867
3748,NO_predictors,0,0,0,961436473
3749,T_predictors,0,0,0,87517401
3749,F_predictors,0,0,0,851764902
3749,ALL_predictors,0,0,0,875914737
3749,NO_predictors,0,0,0,668429687
3750,T_predictors,0,0,0,991905563
3750,F_predictors,0,0,0,992328646
3750,ALL_predictors,0,0,0,994313132
3750,NO_predictors,0,0,0,986702494
3751,T_predictors,0,0,0,920865527
3751,F_predictors,0,0,0,92086545
3751,ALL_predictors,0,0,0,920865593
3751,NO_predictors,0,0,0,881404103
3752,T_predictors,0,0,0,873053187
3752,F_predictors,0,0,0,872309528
3752,ALL_predictors,0,0,0,872742049
3752,NO_predictors,0,0,0,706787551
3753,T_predictors,0,0,0,875170705
3753,F_predictors,0,0,NA
3753,ALL_predictors,0,0,0,885205044
3753,NO_predictors,0,0,0,920903195
3754,T_predictors,0,0,0,897673134
3754,F_predictors,0,0,0,874594939
3754,ALL_predictors,0,1,0,926429094
3754,NO_predictors,0,0,0,842926439
3755,T_predictors,0,0,0,682205417
3755,F_predictors,0,1,0,672941191
3755,ALL_predictors,0,0,0,696565976
3755,NO_predictors,0,1,0,760525444
3756,T_predictors,0,0,0,981131362
3756,F_predictors,0,0,0,97791631
3756,ALL_predictors,0,0,0,981370654
3756,NO_predictors,0,0,0,963063343
3757,T_predictors,0,0,0,867425457
3757,F_predictors,0,1,0,868807958
3757,ALL_predictors,0,0,0,870271804
3757,NO_predictors,0,0,0,71368629
3758,T_predictors,0,0,0,89926774
3758,F_predictors,0,0,0,899273204
3758,ALL_predictors,0,0,NA
3758,NO_predictors,0,0,0,884042578
3759,T_predictors,0,0,0,984468523
3759,F_predictors,0,0,0,987170262
3759,ALL_predictors,0,0,0,985046678
3759,NO_predictors,0,0,0,982914211
3760,T_predictors,0,0,0,994359157
3760,F_predictors,0,0,0,993849856
3760,ALL_predictors,0,0,0,993672287
3760,NO_predictors,0,0,0,986387569
3761,T_predictors,0,0,0,814168595
3761,F_predictors,0,0,0,64111299
3761,ALL_predictors,0,0,0,814168294
3761,NO_predictors,0,0,0,44181172
3762,T_predictors,0,1,0,999308926
3762,F_predictors,0,0,0,998728768
3762,ALL_predictors,0,1,0,99913973
3762,NO_predictors,0,0,0,999245023
3763,T_predictors,0,0,0,900051851
3763,F_predictors,0,0,0,915986151
3763,ALL_predictors,0,0,0,915986109
3763,NO_predictors,0,0,0,890090649
3764,T_predictors,0,0,0,993145535
3764,F_predictors,0,0,0,993145454
3764,ALL_predictors,0,0,0,993144203
3764,NO_predictors,0,0,0,993145542
3765,T_predictors,0,0,0,952245425
3765,F_predictors,0,0,0,9487418
3765,ALL_predictors,0,0,0,952754876
3765,NO_predictors,0,0,0,925297476
3766,T_predictors,0,0,0,927144351
3766,F_predictors,0,0,0,927144349
3766,ALL_predictors,0,0,0,927144394
3766,NO_predictors,0,0,0,927144327
3767,T_predictors,0,0,0,922952209
3767,F_predictors,0,0,0,815397895
3767,ALL_predictors,0,0,0,932248327
3767,NO_predictors,0,0,0,717527468
3768,T_predictors,0,0,0,889195213
3768,F_predictors,0,0,0,849493971
3768,ALL_predictors,0,0,0,891891622
3768,NO_predictors,0,0,0,832294156
3769,T_predictors,0,0,0,920298797
3769,F_predictors,1,1,0,92277926
3769,ALL_predictors,1,1,0,92277966
3769,NO_predictors,0,0,0,865629658
3770,T_predictors,0,0,0,932879039
3770,F_predictors,0,0,0,934456261
3770,ALL_predictors,0,0,0,934456398
3770,NO_predictors,0,0,0,929865994
3771,T_predictors,0,0,0,986130025
3771,F_predictors,0,0,0,984624944
3771,ALL_predictors,0,0,0,986130018
3771,NO_predictors,0,0,0,967408113
3772,T_predictors,0,0,0,990842007
3772,F_predictors,0,0,0,991183904
3772,ALL_predictors,0,0,0,987894103
3772,NO_predictors,0,0,0,988310841
3773,T_predictors,0,0,0,906038516
3773,F_predictors,0,0,0,878813078
3773,ALL_predictors,0,1,0,908160938
3773,NO_predictors,0,0,0,86894311
3774,T_predictors,0,0,0,994916858
3774,F_predictors,0,0,0,995795765
3774,ALL_predictors,0,0,0,995801947
3774,NO_predictors,0,0,0,980145158
3775,T_predictors,0,0,0,687040104
3775,F_predictors,0,0,0,687054232
3775,ALL_predictors,0,0,0,687053454
3775,NO_predictors,0,0,0,687053358
3776,T_predictors,0,0,0,841218994
3776,F_predictors,0,0,0,793317307
3776,ALL_predictors,0,0,0,845502113
3776,NO_predictors,0,0,0,809389056
3777,T_predictors,0,0,0,994954513
3777,F_predictors,0,1,0,993577251
3777,ALL_predictors,0,0,0,994953615
3777,NO_predictors,1,1,0,992278553
3778,T_predictors,0,0,0,768986557
3778,F_predictors,0,0,0,801133519
3778,ALL_predictors,0,0,0,788726046
3778,NO_predictors,0,0,0,747025835
3779,T_predictors,0,0,0,849493576
3779,F_predictors,0,0,NA
3779,ALL_predictors,0,0,0,856628165
3779,NO_predictors,0,0,0,595483116
3780,T_predictors,0,0,0,982605102
3780,F_predictors,0,0,0,971664679
3780,ALL_predictors,0,0,0,984305358
3780,NO_predictors,0,0,0,95684012
3781,T_predictors,0,0,0,955099645
3781,F_predictors,0,0,0,957870202
3781,ALL_predictors,0,0,0,957925681
3781,NO_predictors,0,0,0,95360639
3782,T_predictors,0,0,0,945151706
3782,F_predictors,0,0,0,970294302
3782,ALL_predictors,0,0,0,972302642
3782,NO_predictors,0,0,0,792001368
3783,T_predictors,0,1,0,870798414
3783,F_predictors,1,1,0,762313172
3783,ALL_predictors,0,0,0,870798413
3783,NO_predictors,0,0,NA
3784,T_predictors,0,0,0,818867871
3784,F_predictors,0,0,0,813283433
3784,ALL_predictors,0,0,0,82105005
3784,NO_predictors,0,0,0,813283654
3785,T_predictors,0,0,0,899626722
3785,F_predictors,0,0,0,897931728
3785,ALL_predictors,0,0,0,8996267
3785,NO_predictors,0,0,0,899626564
3786,T_predictors,0,0,0,842213192
3786,F_predictors,0,0,0,696344061
3786,ALL_predictors,0,0,0,84410422
3786,NO_predictors,0,0,0,330476146
3787,T_predictors,0,0,0,917903108
3787,F_predictors,0,0,0,801754952
3787,ALL_predictors,0,0,0,936821629
3787,NO_predictors,0,0,0,86547601
3788,T_predictors,0,0,0,991537317
3788,F_predictors,0,0,0,982763997
3788,ALL_predictors,0,0,0,982763998
3788,NO_predictors,0,0,0,970209591
3789,T_predictors,0,0,0,926270163
3789,F_predictors,0,0,0,911484842
3789,ALL_predictors,0,0,0,926104267
3789,NO_predictors,0,0,0,911010607
3790,T_predictors,0,0,NA
3790,F_predictors,0,0,0,833854663
3790,ALL_predictors,0,0,0,834886183
3790,NO_predictors,0,0,0,696497853
3791,T_predictors,0,0,0,913515866
3791,F_predictors,0,0,0,913515859
3791,ALL_predictors,0,0,0,913515672
3791,NO_predictors,0,0,0,913515819
3792,T_predictors,0,0,0,945970508
3792,F_predictors,0,0,0,930912313
3792,ALL_predictors,0,0,0,932494494
3792,NO_predictors,0,0,0,861118668
3793,T_predictors,0,0,0,991424594
3793,F_predictors,0,0,0,98674653
3793,ALL_predictors,0,0,0,991842597
3793,NO_predictors,0,0,0,975659236
3794,T_predictors,0,0,0,766806784
3794,F_predictors,0,0,0,268687259
3794,ALL_predictors,0,0,0,766796809
3794,NO_predictors,0,0,0,265701304
3795,T_predictors,0,0,0,914240044
3795,F_predictors,1,1,0,444904644
3795,ALL_predictors,0,0,0,947030528
3795,NO_predictors,0,0,0,497414313
3796,T_predictors,0,0,0,948832197
3796,F_predictors,0,0,0,948811092
3796,ALL_predictors,0,0,0,948828637
3796,NO_predictors,0,0,0,872550864
3797,T_predictors,0,0,0,947242648
3797,F_predictors,0,0,0,946910297
3797,ALL_predictors,0,0,0,943328355
3797,NO_predictors,0,0,0,94724356
3798,T_predictors,0,1,0,401254121
3798,F_predictors,0,0,0,461025846
3798,ALL_predictors,0,0,0,401246066
3798,NO_predictors,0,0,0,310347627
3799,T_predictors,0,0,0,925102031
3799,F_predictors,0,0,0,88390743
3799,ALL_predictors,0,0,0,926876096
3799,NO_predictors,0,0,0,921651598
3800,T_predictors,0,0,0,88033928
3800,F_predictors,0,0,0,878458012
3800,ALL_predictors,0,0,0,875981755
3800,NO_predictors,0,0,0,880341994
3801,T_predictors,0,0,0,882788272
3801,F_predictors,0,0,0,698901122
3801,ALL_predictors,0,0,0,89709439
3801,NO_predictors,0,0,0,814953161
3802,T_predictors,0,1,0,79164638
3802,F_predictors,1,1,0,791646391
3802,ALL_predictors,1,1,0,791646259
3802,NO_predictors,0,1,0,791646745
3803,T_predictors,1,1,0,985910661
3803,F_predictors,1,1,0,971617525
3803,ALL_predictors,0,0,0,9678305
3803,NO_predictors,0,0,0,922609199
3804,T_predictors,0,0,0,951638011
3804,F_predictors,0,0,0,945068242
3804,ALL_predictors,0,0,0,947655081
3804,NO_predictors,0,0,0,946939661
3805,T_predictors,0,0,0,954708553
3805,F_predictors,0,0,0,944887019
3805,ALL_predictors,0,0,0,954712363
3805,NO_predictors,0,0,0,868320132
3806,T_predictors,0,0,0,998142101
3806,F_predictors,0,0,0,998685594
3806,ALL_predictors,0,0,0,998645131
3806,NO_predictors,0,0,NA
3807,T_predictors,0,0,0,964387039
3807,F_predictors,0,0,0,971818768
3807,ALL_predictors,0,0,0,977108446
3807,NO_predictors,0,0,0,963673229
3808,T_predictors,0,0,0,937880123
3808,F_predictors,0,0,0,939234122
3808,ALL_predictors,0,0,0,94603103
3808,NO_predictors,0,0,0,486717977
3809,T_predictors,0,0,0,82629597
3809,F_predictors,1,1,0,785630843
3809,ALL_predictors,0,0,0,825315486
3809,NO_predictors,1,1,0,697289147
3810,T_predictors,0,0,0,920562671
3810,F_predictors,0,0,0,887746326
3810,ALL_predictors,0,0,0,929620713
3810,NO_predictors,0,0,0,900531729
3811,T_predictors,0,0,0,719709405
3811,F_predictors,0,0,0,679818941
3811,ALL_predictors,0,0,0,717069544
3811,NO_predictors,0,0,0,711917094
3812,T_predictors,0,0,0,698631202
3812,F_predictors,0,0,0,79218907
3812,ALL_predictors,0,0,0,698609529
3812,NO_predictors,0,0,0,679075485
3813,T_predictors,0,0,0,978733657
3813,F_predictors,0,0,0,782191143
3813,ALL_predictors,0,0,0,970098797
3813,NO_predictors,0,0,0,955274403
3814,T_predictors,0,0,0,871088206
3814,F_predictors,0,0,0,871083314
3814,ALL_predictors,0,0,0,870998056
3814,NO_predictors,0,0,0,871087273
3815,T_predictors,0,0,0,936531836
3815,F_predictors,0,0,0,936043277
3815,ALL_predictors,0,0,0,936771839
3815,NO_predictors,0,0,0,92670049
3816,T_predictors,0,0,0,80031486
3816,F_predictors,0,0,0,798433498
3816,ALL_predictors,0,0,0,798274581
3816,NO_predictors,0,0,0,749267142
3817,T_predictors,0,0,0,938044203
3817,F_predictors,0,0,0,873734823
3817,ALL_predictors,0,0,0,934759748
3817,NO_predictors,0,0,0,903006036
3818,T_predictors,0,0,0,955605494
3818,F_predictors,0,0,NA
3818,ALL_predictors,0,0,0,95462076
3818,NO_predictors,0,0,0,932979364
3819,T_predictors,0,0,0,961031075
3819,F_predictors,0,0,0,961028995
3819,ALL_predictors,0,0,0,961031121
3819,NO_predictors,0,0,0,940467904
3820,T_predictors,0,0,0,861380828
3820,F_predictors,0,0,0,788831641
3820,ALL_predictors,0,0,0,861487289
3820,NO_predictors,0,0,0,5513927
3821,T_predictors,0,0,0,778982841
3821,F_predictors,0,0,0,778982755
3821,ALL_predictors,0,0,0,778982795
3821,NO_predictors,0,0,0,778975243
3822,T_predictors,0,0,0,898733626
3822,F_predictors,0,0,0,898330733
3822,ALL_predictors,0,0,0,898733572
3822,NO_predictors,0,0,0,811518532
3823,T_predictors,0,0,0,551243275
3823,F_predictors,0,0,0,494393513
3823,ALL_predictors,0,0,0,550889771
3823,NO_predictors,0,0,0,445372086
3824,T_predictors,0,0,0,974430399
3824,F_predictors,0,0,0,991890846
3824,ALL_predictors,0,0,0,992194383
3824,NO_predictors,0,0,0,97443021
3825,T_predictors,1,1,0,88480808
3825,F_predictors,1,1,0,863010043
3825,ALL_predictors,1,1,0,885793863
3825,NO_predictors,0,0,0,32576517
3826,T_predictors,0,0,0,160708983
3826,F_predictors,0,0,0,108143106
3826,ALL_predictors,0,0,0,160709541
3826,NO_predictors,0,0,-0,201911469
3827,T_predictors,1,1,0,990623973
3827,F_predictors,0,0,0,891189413
3827,ALL_predictors,0,0,0,990684165
3827,NO_predictors,0,0,NA
3828,T_predictors,0,0,0,977909388
3828,F_predictors,0,0,0,971035695
3828,ALL_predictors,0,0,0,977333998
3828,NO_predictors,0,0,0,845710164
3829,T_predictors,0,0,0,929288043
3829,F_predictors,0,0,0,946466674
3829,ALL_predictors,0,0,0,946471839
3829,NO_predictors,0,0,0,840511226
3830,T_predictors,0,0,0,948692388
3830,F_predictors,0,0,0,948692472
3830,ALL_predictors,0,0,0,948692444
3830,NO_predictors,0,0,0,939745739
3831,T_predictors,0,0,0,89995325
3831,F_predictors,0,0,0,903691862
3831,ALL_predictors,0,0,0,903921958
3831,NO_predictors,0,0,0,889083964
3832,T_predictors,1,1,0,994578423
3832,F_predictors,0,0,0,98727256
3832,ALL_predictors,0,0,0,993334819
3832,NO_predictors,0,0,0,980086099
3833,T_predictors,0,0,0,923466695
3833,F_predictors,0,0,0,738404182
3833,ALL_predictors,0,0,0,744817687
3833,NO_predictors,0,0,0,704282327
3834,T_predictors,0,0,0,94766242
3834,F_predictors,0,0,0,944572017
3834,ALL_predictors,0,0,0,947662357
3834,NO_predictors,0,0,0,946332926
3835,T_predictors,0,0,0,678506654
3835,F_predictors,0,0,0,295080694
3835,ALL_predictors,0,0,0,672044156
3835,NO_predictors,0,0,-0,013540439
3836,T_predictors,1,1,0,9869604
3836,F_predictors,1,1,0,986030694
3836,ALL_predictors,1,1,0,98392772
3836,NO_predictors,1,1,0,986005347
3837,T_predictors,0,0,0,927318332
3837,F_predictors,0,0,0,915939555
3837,ALL_predictors,0,0,0,915650242
3837,NO_predictors,0,0,0,910014175
3838,T_predictors,0,0,NA
3838,F_predictors,0,0,0,933844427
3838,ALL_predictors,0,0,0,936756538
3838,NO_predictors,0,0,0,927849884
3839,T_predictors,0,0,0,888442335
3839,F_predictors,0,0,0,908699189
3839,ALL_predictors,0,0,0,909746502
3839,NO_predictors,0,0,0,857501605
3840,T_predictors,0,0,0,924287273
3840,F_predictors,0,0,0,941159767
3840,ALL_predictors,0,0,0,946942351
3840,NO_predictors,0,0,NA
3841,T_predictors,0,0,0,994742227
3841,F_predictors,0,0,0,994738721
3841,ALL_predictors,0,0,0,99429036
3841,NO_predictors,0,0,0,994738978
3842,T_predictors,0,0,0,903594299
3842,F_predictors,0,0,0,903342315
3842,ALL_predictors,0,0,0,903544831
3842,NO_predictors,0,0,0,892168803
3843,T_predictors,0,1,0,992917579
3843,F_predictors,1,1,0,995717254
3843,ALL_predictors,1,1,0,995708753
3843,NO_predictors,0,0,0,994460484
3844,T_predictors,0,0,0,781811242
3844,F_predictors,0,0,0,780673992
3844,ALL_predictors,0,0,0,784575184
3844,NO_predictors,0,0,0,825554848
3845,T_predictors,0,0,0,8018478
3845,F_predictors,0,0,0,801847712
3845,ALL_predictors,0,0,0,801847823
3845,NO_predictors,0,0,0,779609041
3846,T_predictors,0,0,0,902828807
3846,F_predictors,0,0,0,903752125
3846,ALL_predictors,0,0,0,903514242
3846,NO_predictors,0,0,0,901054699
3847,T_predictors,0,1,0,934001657
3847,F_predictors,0,0,0,849372365
3847,ALL_predictors,1,1,0,940034714
3847,NO_predictors,0,0,0,844159809
3848,T_predictors,0,0,0,881138648
3848,F_predictors,0,0,0,868568502
3848,ALL_predictors,0,0,0,876095629
3848,NO_predictors,0,0,0,869129058
3849,T_predictors,0,0,0,950299106
3849,F_predictors,0,0,0,949477472
3849,ALL_predictors,0,0,0,950297776
3849,NO_predictors,0,0,0,942983314
3850,T_predictors,0,0,0,948716944
3850,F_predictors,0,0,0,944063128
3850,ALL_predictors,0,0,0,947151816
3850,NO_predictors,0,0,0,899214694
3851,T_predictors,0,0,0,892915057
3851,F_predictors,0,0,NA
3851,ALL_predictors,0,0,0,892783425
3851,NO_predictors,0,0,0,851950596
3852,T_predictors,0,0,0,852202998
3852,F_predictors,0,0,0,893589236
3852,ALL_predictors,0,0,0,89722053
3852,NO_predictors,0,0,0,816101544
3853,T_predictors,0,0,0,089130525
3853,F_predictors,0,0,0,089122021
3853,ALL_predictors,0,0,0,089130609
3853,NO_predictors,0,0,0,08912137
3854,T_predictors,0,0,0,870313139
3854,F_predictors,0,0,0,870313148
3854,ALL_predictors,0,0,0,870309981
3854,NO_predictors,0,0,0,87031317
3855,T_predictors,0,0,0,960692529
3855,F_predictors,0,0,0,96108739
3855,ALL_predictors,0,0,0,965991868
3855,NO_predictors,0,0,0,959954309
3856,T_predictors,0,0,0,867868921
3856,F_predictors,0,0,0,86713
3856,ALL_predictors,0,0,0,869375813
3856,NO_predictors,0,0,0,81445406
3857,T_predictors,0,0,0,992522974
3857,F_predictors,0,0,0,991961454
3857,ALL_predictors,0,0,0,992498573
3857,NO_predictors,0,0,0,992188762
3858,T_predictors,0,0,0,988830308
3858,F_predictors,0,0,0,92852645
3858,ALL_predictors,0,0,0,988827147
3858,NO_predictors,0,1,0,98664406
